"source","destination","source_chain","destination_chain","source_address","destination_address","transaction_time_utc","source_lock_time_utc","destination_mint_time_utc","transaction_duration_seconds","transaction_duration_hh_mm_ss","transaction_amount","token_symbol","transaction_amount_usd","refunded_or_not","status","simplified_status","is_insufficient_fee","gas_paid","source_tx_hash","message_id","bridge_protocol","data_source"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-30T16:52:35Z","2026-08-30T16:52:35Z","2026-08-30T17:09:05Z","990","00:16:30",,,,"Not Refunded","executed","received","False","True","0xcb0224d282c4253a9be401b16e392b9e60ad61b3020de45cb6493c85f3e75695","0xcb0224d282c4253a9be401b16e392b9e60ad61b3020de45cb6493c85f3e75695-1","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","zigchain : zig1mk35qafzl6pejla7y5ma398qln2nqez2dtysth","ethereum","zigchain","0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","zig1mk35qafzl6pejla7y5ma398qln2nqez2dtysth","2026-08-30T16:51:47Z","2026-08-30T16:51:47Z","2026-08-30T17:08:31Z","1004","00:16:44","59.045700718006565","ZIG","2.455395979277066","Not Refunded","executed","received","False","True","0x3446e540977e74b25d41f88f8cef8146fb588bd0509fd274d0814c7426bb158c","0x3446e540977e74b25d41f88f8cef8146fb588bd0509fd274d0814c7426bb158c-5","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"agoric : agoric1ddgyz7jeyevtrx0882k72h5ku4ml2e4kjf4eus0qqfmadn5z93aqw0ylmn","Avalanche : 0x8f8424cedf15e8d089f41160330e0b4015b52587","agoric","Avalanche","agoric1ddgyz7jeyevtrx0882k72h5ku4ml2e4kjf4eus0qqfmadn5z93aqw0ylmn","0x8f8424cedf15e8d089f41160330e0b4015b52587","2026-08-30T16:48:42Z","2026-08-30T16:48:42Z","2026-08-30T16:49:15Z","33","00:00:33",,,,"Not Refunded","executed","received","False","False","","0x486839acbff08a1d67e772699f01d599c21a92f1c9c1dd7cfe74c928ace237d2-7093532","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base","binance","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T16:45:37Z","2026-08-30T16:45:37Z","2026-08-30T17:10:04Z","1467","00:24:27","14.471705","axlUSDC","14.469027734575","Not Refunded","executed","received","False","True","0xb3b577826a4407ff881b7b950b0d70b0eebf3d5a3e42a463e9f33a325407c612","0xb3b577826a4407ff881b7b950b0d70b0eebf3d5a3e42a463e9f33a325407c612-28","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","ethereum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","ethereum","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-30T16:42:13Z","2026-08-30T16:42:13Z","2026-08-30T16:43:35Z","82","00:01:22","17604563227.215557","MANYU","0","Pending Refund","executed","received","False","False","3C03EEB7AC30F866AB1516BB8BB35E021450527C4AAF449473DDB0654C27A74E","0x3c03eeb7ac30f866ab1516bb8bb35e021450527c4aaf449473ddb0654c27a74e-7093531","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","binance","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-30T16:42:03Z","2026-08-30T16:42:03Z","2026-08-30T16:42:13Z","10","00:00:10","17604563227.215557","MANYU","97.91658066977293","Not Refunded","executed","received","False","True","0x5a059902961cc62a94ab1a815bb1a7e4d9debf2d987beb7a906af04398edb46b","0x5a059902961cc62a94ab1a815bb1a7e4d9debf2d987beb7a906af04398edb46b-39","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Arbitrum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Arbitrum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T16:41:01Z","2026-08-30T16:41:01Z","2026-08-30T16:41:44Z","43","00:00:43","24.584864","axlUSDC","24.580291215296","Not Refunded","executed","received","False","True","0x85785d7e85b71970d0e1b8cca64959bb3d67c5d2ea7d5d7461cfca94f1dc19bb","0x85785d7e85b71970d0e1b8cca64959bb3d67c5d2ea7d5d7461cfca94f1dc19bb-14","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Arbitrum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","polygon","Arbitrum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T16:37:12Z","2026-08-30T16:37:12Z","2026-08-30T16:37:44Z","32","00:00:32","706.375543","axlUSDC","706.244157149002","Not Refunded","executed","received","False","True","0x0e5cf3127861c23681860fcca5e2d9669e8612f600905728c8362c5ddcf7922c","0x0e5cf3127861c23681860fcca5e2d9669e8612f600905728c8362c5ddcf7922c-16","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"agoric : agoric1tsfn42ankgqa6wsz4feeufyjw7uq5lyf95m0swvj9ny08z73vvcs5gwlle","Ethereum : 0xe088e826010ae58fe575b32c77c4fb63d6fda19c","agoric","Ethereum","agoric1tsfn42ankgqa6wsz4feeufyjw7uq5lyf95m0swvj9ny08z73vvcs5gwlle","0xe088e826010ae58fe575b32c77c4fb63d6fda19c","2026-08-30T16:37:10Z","2026-08-30T16:37:10Z","2026-08-30T16:38:35Z","85","00:01:25",,,,"Not Refunded","executed","received","False","False","","0xf6819a642230dc10e2722775f142b0ccc93b63ed7550f2517e3c959a20ea7911-7093525","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Arbitrum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Arbitrum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T16:36:46Z","2026-08-30T16:36:46Z","2026-08-30T16:37:14Z","28","00:00:28","28.078472","axlUSDC","28.073249404208","Not Refunded","executed","received","False","True","0xd9edd260a853faea190f5c49f061e7ab6a3502000492df8eaed956c8eb62eb04","0xd9edd260a853faea190f5c49f061e7ab6a3502000492df8eaed956c8eb62eb04-14","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base","binance","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T16:35:59Z","2026-08-30T16:35:59Z","2026-08-30T17:02:54Z","1615","00:26:55","125.274779","axlUSDC","125.252104265001","Not Refunded","executed","received","False","True","0x18b3a4d1c7ae1b8ca11a7e9457a490aacda9fe7d6fa8d64b3f9f0e8d050e4453","0x18b3a4d1c7ae1b8ca11a7e9457a490aacda9fe7d6fa8d64b3f9f0e8d050e4453-21","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"agoric : agoric1tsfn42ankgqa6wsz4feeufyjw7uq5lyf95m0swvj9ny08z73vvcs5gwlle","Ethereum : 0xe088e826010ae58fe575b32c77c4fb63d6fda19c","agoric","Ethereum","agoric1tsfn42ankgqa6wsz4feeufyjw7uq5lyf95m0swvj9ny08z73vvcs5gwlle","0xe088e826010ae58fe575b32c77c4fb63d6fda19c","2026-08-30T16:34:56Z","2026-08-30T16:34:56Z","2026-08-30T16:36:47Z","111","00:01:51",,,,"Not Refunded","executed","received","False","False","","0x242c75bd2905a0d92af660b244931ab88b2d1d63cb69f141b26f33b734f029b8-7093524","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"agoric : agoric1tsfn42ankgqa6wsz4feeufyjw7uq5lyf95m0swvj9ny08z73vvcs5gwlle","Ethereum : 0xe088e826010ae58fe575b32c77c4fb63d6fda19c","agoric","Ethereum","agoric1tsfn42ankgqa6wsz4feeufyjw7uq5lyf95m0swvj9ny08z73vvcs5gwlle","0xe088e826010ae58fe575b32c77c4fb63d6fda19c","2026-08-30T16:34:56Z","2026-08-30T16:34:56Z","2026-08-30T16:36:47Z","111","00:01:51",,,,"Not Refunded","executed","received","False","False","","0x242c75bd2905a0d92af660b244931ab88b2d1d63cb69f141b26f33b734f029b8-7093523","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T16:34:27Z","2026-08-30T16:34:27Z","2026-08-30T16:36:47Z","140","00:02:20","0.013266","axlUSDC","0.013263598854","Not Refunded","executed","received","False","True","0x7f5675ad5c13fe0cbd101b4c462edb8808d06d6b22556dfa180adcb0f8b42920","0x7f5675ad5c13fe0cbd101b4c462edb8808d06d6b22556dfa180adcb0f8b42920-32","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T16:29:23Z","2026-08-30T16:29:23Z","2026-08-30T16:30:23Z","60","00:01:00","2.415818","axlUSDC","2.415378321124","Not Refunded","executed","received","False","True","0xc2c0bee422e1a7c913b5a2098d24ab148cc76812cdee376644c8abcffb45e7cf","0xc2c0bee422e1a7c913b5a2098d24ab148cc76812cdee376644c8abcffb45e7cf-31","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-30T16:29:11Z","2026-08-30T16:29:11Z","2026-08-30T16:43:31Z","860","00:14:20",,,,"Not Refunded","executed","received","False","True","0x459f13b88b04850428919b562767522188e6fe10b11cc6e23bfb2958d7036a46","0x459f13b88b04850428919b562767522188e6fe10b11cc6e23bfb2958d7036a46-1","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"agoric : agoric1ddgyz7jeyevtrx0882k72h5ku4ml2e4kjf4eus0qqfmadn5z93aqw0ylmn","Ethereum : 0x5efd6368649442c07dcbd3c20ea2cae07d165dbf","agoric","Ethereum","agoric1ddgyz7jeyevtrx0882k72h5ku4ml2e4kjf4eus0qqfmadn5z93aqw0ylmn","0x5efd6368649442c07dcbd3c20ea2cae07d165dbf","2026-08-30T16:28:38Z","2026-08-30T16:28:38Z","2026-08-30T16:30:23Z","105","00:01:45",,,,"Not Refunded","executed","received","False","False","","0xfaa9d580fb13c51697b2037f1e186a279de5fee8f522cdc381232cd28f230c06-7093522","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","Ethereum : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","polygon","Ethereum","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","2026-08-30T16:26:57Z","2026-08-30T16:26:57Z","2026-08-30T16:28:23Z","86","00:01:26",,,,"Not Refunded","executed","received","False","True","0x142be8f60477c3ed819f82d22d6deb148ff3c0fffc8d45d2a0044032230480ff","0x142be8f60477c3ed819f82d22d6deb148ff3c0fffc8d45d2a0044032230480ff-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"agoric : agoric1ddgyz7jeyevtrx0882k72h5ku4ml2e4kjf4eus0qqfmadn5z93aqw0ylmn","Ethereum : 0x5efd6368649442c07dcbd3c20ea2cae07d165dbf","agoric","Ethereum","agoric1ddgyz7jeyevtrx0882k72h5ku4ml2e4kjf4eus0qqfmadn5z93aqw0ylmn","0x5efd6368649442c07dcbd3c20ea2cae07d165dbf","2026-08-30T16:26:34Z","2026-08-30T16:26:34Z","2026-08-30T16:28:23Z","109","00:01:49",,,,"Not Refunded","executed","received","False","False","","0x030e8c664cc613c21f8e71f3ac6d1345b21d7cf9d1aa688a2dc1d0ad7d272b0f-7093521","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","base","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T16:23:05Z","2026-08-30T16:23:05Z","2026-08-30T16:23:55Z","50","00:00:50","5.991531","axlUSDC","5.990488473606","Pending Refund","executed","received","False","True","7162EF52C60DDE7791B671EA13F0FFC76CF30B36991FC2B11A5B7BA2393C1EAA","0xa9e693644fae4c031d2c95c7b4c11983ad3240d72b3976cd29a846ce72436f4f-7093520","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","avalanche : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","avalanche","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-30T16:11:14Z","2026-08-30T16:11:14Z","2026-08-30T16:11:41Z","27","00:00:27","41.05","WAVAX","0","Pending Refund","executed","received","False","False","E0AF82A79A302489E34FDAE8E2A76AC4C7F12DE7AD8FD245B784FECC48DCDC7E","0xe0af82a79a302489e34fdae8e2a76ac4c7f12de7ad8fd245b784fecc48dcdc7e-7093497","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"hedera : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","hedera","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-30T16:08:36Z","2026-08-30T16:08:36Z","2026-08-30T16:11:14Z","158","00:02:38","41.05","WAVAX","304.59099999999995","Pending Refund","executed","received","False","True","0x09d6548d7935bf0cdd33714069022154d0e8b1c0f5aa2ccb615aa227d4e28b87","0x09d6548d7935bf0cdd33714069022154d0e8b1c0f5aa2ccb615aa227d4e28b87-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"fantom : 0x39c3D2A07633dc59CaCa9B77250d35C9cd02fB2F","Binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","fantom","Binance","0x39c3D2A07633dc59CaCa9B77250d35C9cd02fB2F","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-30T16:05:23Z","2026-08-30T16:05:23Z","2026-08-30T16:05:58Z","35","00:00:35","1000","axlUSDC","999.871","Not Refunded","executed","received","False","True","0xa81e74074e56f37721b4502a7d35cbdf848258f4bc8624463bfc232910059125","0xa81e74074e56f37721b4502a7d35cbdf848258f4bc8624463bfc232910059125-5","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","ethereum","binance","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T16:05:11Z","2026-08-30T16:05:11Z","2026-08-30T16:23:43Z","1112","00:18:32","785.423531","USDC","785.322211364501","Not Refunded","executed","received","False","True","0x3883d511e6b0b7a44b7736189fd06d1f70dfe653985f84a26dcdfcab1612f4d4","0x3883d511e6b0b7a44b7736189fd06d1f70dfe653985f84a26dcdfcab1612f4d4-46","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","Ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable","Ethereum","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-30T16:02:17Z","2026-08-30T16:02:17Z","2026-08-30T16:03:23Z","66","00:01:06",,,,"Not Refunded","executed","received","False","True","0x0d167f20c96fa1a3bacaf8d9246eef16ec739f9ba2a1fe522fb6876332c44318","0x0d167f20c96fa1a3bacaf8d9246eef16ec739f9ba2a1fe522fb6876332c44318-2","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"celo : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Arbitrum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","celo","Arbitrum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T16:00:32Z","2026-08-30T16:00:32Z",,"81631","22:40:31","299.879912","axlUSDC","299.836129532848","Not Refunded","express_executed","received","False","True","0x1813048a6a20be465df41966b966b6f4ad6ab59da56cbeffb5bf8c27187dd112","0x1813048a6a20be465df41966b966b6f4ad6ab59da56cbeffb5bf8c27187dd112-18","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Arbitrum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base","Arbitrum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T15:59:11Z","2026-08-30T15:59:11Z","2026-08-30T16:24:14Z","1503","00:25:03","51.03734","axlUSDC","51.02988854836","Not Refunded","executed","received","False","True","0xb02b95d82cfbeb35825496b77199fa6826715196dda4395cf0b49dbe70ecd129","0xb02b95d82cfbeb35825496b77199fa6826715196dda4395cf0b49dbe70ecd129-11","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","base : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","polygon","base","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","2026-08-30T15:54:45Z","2026-08-30T15:54:45Z","2026-08-30T15:55:55Z","70","00:01:10",,,,"Not Refunded","executed","received","False","True","0x74c771a681ef190e9fa63d3857bd41d16b95fb0e113e5101e15688e6083d0792","0x74c771a681ef190e9fa63d3857bd41d16b95fb0e113e5101e15688e6083d0792-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Arbitrum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","avalanche","Arbitrum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T15:54:38Z","2026-08-30T15:54:38Z","2026-08-30T15:55:09Z","31","00:00:31","203.746013","axlUSDC","203.717284812167","Not Refunded","executed","received","False","True","0xd4dfb21010c9ceabb3bf7e7c6b0aec560170c7db95c400847ecbc90e16b54378","0xd4dfb21010c9ceabb3bf7e7c6b0aec560170c7db95c400847ecbc90e16b54378-8","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","base","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T15:53:20Z","2026-08-30T15:53:20Z","2026-08-30T15:54:25Z","65","00:01:05","0.02905","axlUSDC","0.02904590395","Pending Refund","executed","received","False","True","130C531C4AC739295EE1170407EB3008E76FD1164CD7F0B261C54095498F1744","0xff8c763cb8e77ec38dfec27db5036def097c80eb129477e960d6830c7d03b6ba-7093468","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","Ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable","Ethereum","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-30T15:46:09Z","2026-08-30T15:46:09Z","2026-08-30T15:47:23Z","74","00:01:14",,,,"Not Refunded","executed","received","False","True","0x8613d68ae0112158ef94151adf6556a4725a3542152015a1947efc54db4dffc5","0x8613d68ae0112158ef94151adf6556a4725a3542152015a1947efc54db4dffc5-5","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","polygon","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T15:43:37Z","2026-08-30T15:43:37Z","2026-08-30T15:45:23Z","106","00:01:46","5.609624","axlUSDC","5.608748898656","Not Refunded","executed","received","False","True","0x2af3b6a8cd910fe238c2939e5e4293a407098ab87eec7cf7404704b933986b3f","0x2af3b6a8cd910fe238c2939e5e4293a407098ab87eec7cf7404704b933986b3f-28","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-30T15:43:11Z","2026-08-30T15:43:11Z","2026-08-30T15:58:35Z","924","00:15:24",,,,"Not Refunded","executed","received","False","True","0xa421b71253a21aa9a9769e6b99a1f901e9fe92ec55ea07773aa68b57e4e47d5b","0xa421b71253a21aa9a9769e6b99a1f901e9fe92ec55ea07773aa68b57e4e47d5b-1","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","binance","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T15:41:42Z","2026-08-30T15:41:42Z","2026-08-30T15:42:09Z","27","00:00:27","5999.950419","axlUSDC","5999.014426734636","Pending Refund","executed","received","False","True","173DB9FA9B4C353935A8018F0C129A6F458597D6BCD19FB8E8EFD904E6B537F5","0x0248ce3844b35b1155de5b845c555c6168d48b4778c35220dacf27cfba4d886a-7093467","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","optimism : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","optimism","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-30T15:40:39Z","2026-08-30T15:40:39Z","2026-08-30T15:41:19Z","40","00:00:40","576.7518271803043","FNX",,"Not Refunded","executed","received","False","False","3A1775B9AF3AC5D7F2BD2BE08A0F4BB400013B88316BE0FD6E0E28FDC73860B9","0x3a1775b9af3ac5d7f2bd2be08a0f4bb400013b88316be0fd6e0e28fdc73860b9-7093466","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","polygon","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-30T15:40:22Z","2026-08-30T15:40:22Z","2026-08-30T15:40:39Z","17","00:00:17","576.7518271803043","FNX",,"Not Refunded","executed","received","False","True","0xe7ee8d5fe9af7be00793d2c45359b254624069a7cad94c111c095e08e51ec6cc","0xe7ee8d5fe9af7be00793d2c45359b254624069a7cad94c111c095e08e51ec6cc-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
